SMILES,T,p,phi,LFS (cm/s)
C=CCCCCC,373,1,0.7,31
C=CCCCCC,373,1,0.8,44
C=CCCCCC,373,1,0.9,52
C=CCCCCC,373,1,1,55
C=CCCCCC,373,1,1.1,57
C=CCCCCC,373,1,1.2,56
C=CCCCCC,373,1,1.3,50
C=CCCCCC,373,1,1.4,43
C=C(C)C,298,1,0.7,23.4
C=C(C)C,298,1,0.8,30.6
C=C(C)C,298,1,0.9,36.4
C=C(C)C,298,1,1,38.5
C=C(C)C,298,1,1.1,38.2
C=C(C)C,298,1,1.2,35
C=C(C)C,298,1,1.3,28.6
C=C(C)C,298,1,1.4,20
C=C(C)C,358,1,0.7,32
C=C(C)C,358,1,0.8,40
C=C(C)C,358,1,0.9,47.6
C=C(C)C,358,1,1,51
C=C(C)C,358,1,1.1,50
C=C(C)C,358,1,1.2,45
C=C(C)C,358,1,1.3,37
C=C(C)C,358,1,1.4,28
C=C(C)C,398,1,0.7,36.9
C=C(C)C,398,1,0.8,47.6
C=C(C)C,398,1,0.9,55
C=C(C)C,398,1,1,59.5
C=C(C)C,398,1,1.1,58.9
C=C(C)C,398,1,1.2,53.5
C=C(C)C,398,1,1.3,46.6
C=C(C)C,398,1,1.4,35
C=C(C)C,298,1,0.7,19
C=C(C)C,298,1,0.8,26.4
C=C(C)C,298,1,0.9,31.6
C=C(C)C,298,1,1,35.2
C=C(C)C,298,1,1.1,36.2
C=C(C)C,298,1,1.2,35
C=C(C)C,298,1,1.3,30.3
C=C(C)C,298,1,1.4,23.6
C=C(C)C,298,2,0.7,15.8
C=C(C)C,298,2,0.8,22.1
C=C(C)C,298,2,0.9,27.1
C=C(C)C,298,2,1,29.8
C=C(C)C,298,2,1.1,30.9
C=C(C)C,298,2,1.2,28.3
C=C(C)C,298,2,1.3,24.2
C=C(C)C,298,2,1.4,17.1
C=C(C)C,298,5,0.7,11.2
C=C(C)C,298,5,0.8,15
C=C(C)C,298,5,0.9,19.2
C=C(C)C,298,5,1,21.7
C=C(C)C,298,5,1.1,22.6
C=C(C)C,298,5,1.2,21.8
CC(C)=CC,450,3,0.7,34.7
CC(C)=CC,450,3,0.8,44.2
CC(C)=CC,450,3,0.9,54.2
CC(C)=CC,450,3,1,59
CC(C)=CC,450,3,1.1,59.1
CC(C)=CC,450,3,1.2,55.3
CC(C)=CC,450,3,1.3,46.7
CC(C)=CC,450,3,1.4,34.9
CC(C)=CC,450,1,0.7,48
CC(C)=CC,450,1,0.8,62
CC(C)=CC,450,1,0.9,71
CC(C)=CC,450,1,1,74
CC(C)=CC,450,1,1.1,76
CC(C)=CC,450,1,1.2,72
CC(C)=CC,450,1,1.3,64
CC(C)=CC,450,1,1.4,48
CC(C)=CC,353,1,0.7,26
CC(C)=CC,353,1,0.8,35
CC(C)=CC,353,1,0.9,40
CC(C)=CC,353,1,1,45
CC(C)=CC,353,1,1.1,47.1
CC(C)=CC,353,1,1.2,45.5
CC(C)=CC,353,1,1.3,40
CC(C)=CC,353,1,1.4,30
CC(=C)CC(C)(C)C,298,1,0.8,25
CC(=C)CC(C)(C)C,298,1,0.9,32
CC(=C)CC(C)(C)C,298,1,1,35
CC(=C)CC(C)(C)C,298,1,1.1,37
CC(=C)CC(C)(C)C,298,1,1.2,33
CC(=C)CC(C)(C)C,298,1,1.3,28
CC(=C)CC(C)(C)C,298,1,1.4,22.5
CC(=C)CC(C)(C)C,373,1,0.8,39
CC(=C)CC(C)(C)C,373,1,0.9,45
CC(=C)CC(C)(C)C,373,1,1,48
CC(=C)CC(C)(C)C,373,1,1.1,50
CC(=C)CC(C)(C)C,373,1,1.2,47
CC(=C)CC(C)(C)C,373,1,1.3,41
CC(=C)CC(C)(C)C,373,1,1.4,30
CC(=C)CC(C)(C)C,453,1,0.7,44
CC(=C)CC(C)(C)C,453,1,0.8,54
CC(=C)CC(C)(C)C,453,1,0.9,62
CC(=C)CC(C)(C)C,453,1,1,67
CC(=C)CC(C)(C)C,453,1,1.1,67
CC(=C)CC(C)(C)C,453,1,1.2,63
CC(=C)CC(C)(C)C,453,1,1.3,53
CC(=C)CC(C)(C)C,453,1,1.4,42
CC(=C)CC(C)(C)C,373,5,0.7,15
CC(=C)CC(C)(C)C,373,5,0.8,22
CC(=C)CC(C)(C)C,373,5,0.9,27
CC(=C)CC(C)(C)C,373,5,1,31
CC(=C)CC(C)(C)C,373,5,1.1,33
CC(=C)CC(C)(C)C,373,5,1.2,30
CC(=C)CC(C)(C)C,373,3,0.7,20
CC(=C)CC(C)(C)C,373,3,0.8,26
CC(=C)CC(C)(C)C,373,3,0.9,32
CC(=C)CC(C)(C)C,373,3,1,36
CC(=C)CC(C)(C)C,373,3,1.1,37
CC(=C)CC(C)(C)C,373,3,1.2,34
CC(=C)CC(C)(C)C,373,3,1.3,31
CC(=CC(C)(C)C)C  ,298,1,0.8,27
CC(=CC(C)(C)C)C  ,298,1,0.9,30
CC(=CC(C)(C)C)C  ,298,1,1,35
CC(=CC(C)(C)C)C  ,298,1,1.1,36
CC(=CC(C)(C)C)C  ,298,1,1.2,35
CC(=CC(C)(C)C)C  ,298,1,1.3,30
CC(=CC(C)(C)C)C  ,298,1,1.4,25
CC(=CC(C)(C)C)C  ,373,1,0.8,40
CC(=CC(C)(C)C)C  ,373,1,0.9,46
CC(=CC(C)(C)C)C  ,373,1,1,51
CC(=CC(C)(C)C)C  ,373,1,1.1,53
CC(=CC(C)(C)C)C  ,373,1,1.2,50
CC(=CC(C)(C)C)C  ,373,1,1.3,42
CC(=CC(C)(C)C)C  ,373,1,1.4,36
CC(=CC(C)(C)C)C  ,453,1,0.8,55
CC(=CC(C)(C)C)C  ,453,1,0.9,63
CC(=CC(C)(C)C)C  ,453,1,1,69
CC(=CC(C)(C)C)C  ,453,1,1.1,70
CC(=CC(C)(C)C)C  ,453,1,1.2,66
CC(=CC(C)(C)C)C  ,453,1,1.3,63
CC(=CC(C)(C)C)C  ,453,1,1.4,50
C1CC=CC1,450,1,0.7,48
C1CC=CC1,450,1,0.8,60.3
C1CC=CC1,450,1,0.9,71.2
C1CC=CC1,450,1,1,74.4
C1CC=CC1,450,1,1.1,77
C1CC=CC1,450,1,1.2,72.3
C1CC=CC1,450,1,1.3,64.3
C1CC=CC1,450,1,1.4,52.8
C1CC=CC1,450,3,0.7,33.6
C1CC=CC1,450,3,0.8,46.2
C1CC=CC1,450,3,0.9,55.1
C1CC=CC1,450,3,1,58.8
C1CC=CC1,450,3,1.1,58.3
C1CC=CC1,450,3,1.2,54.6
C1CC=CC1,450,3,1.3,49
C1CC=CC1,450,3,1.4,39.5
C1CCC=CC1,360,5,0.78,28.87
C1CCC=CC1,360,5,0.88,36.24
C1CCC=CC1,360,5,0.98,40.65
C1CCC=CC1,360,5,1.07,42.6
C1CCC=CC1,360,5,1.17,41.29
C1CCC=CC1,360,5,1.27,36.77
C1CCC=CC1,360,5,1.36,31.45
C=CC=C,298,1,0.7,25
C=CC=C,298,1,0.8,36
C=CC=C,298,1,0.9,43
C=CC=C,298,1,1,49
C=CC=C,298,1,1.1,52
C=CC=C,298,1,1.2,52.5
C=CC=C,298,1,1.3,50.2
C=CC=C,298,1,1.4,45.6
C=CC=C,298,3,0.7,20.7
C=CC=C,298,3,0.8,28.2
C=CC=C,298,3,0.9,34.9
C=CC=C,298,3,1,40.8
C=CC=C,298,3,1.1,44.5
C=CC=C,298,3,1.2,44.5
C=CC=C,298,3,1.3,42.6
C=CC=C,298,3,1.4,35.2
C=CC=C,298,5,0.7,17.5
C=CC=C,298,5,0.8,25.5
C=CC=C,298,5,0.9,30
C=CC=C,298,5,1,36
C=CC=C,298,5,1.1,40
C=CC=C,298,5,1.2,39
C=CC=C,348,1,0.7,35.8
C=CC=C,348,1,0.8,44.7
C=CC=C,348,1,0.9,53.4
C=CC=C,348,1,1,60
C=CC=C,348,1,1.1,64.4
C=CC=C,348,1,1.2,65
C=CC=C,348,1,1.3,61.8
C=CC=C,348,1,1.4,57.2
C=CC=C,398,1,0.7,44.7
C=CC=C,398,1,0.8,55.7
C=CC=C,398,1,0.9,67.3
C=CC=C,398,1,1,73.4
C=CC=C,398,1,1.1,78.3
C=CC=C,398,1,1.2,78.9
C=CC=C,398,1,1.3,77.4
C=CC=C,398,1,1.4,67.9
C=CC=C,295,1,0.8,35
C=CC=C,295,1,0.9,44
C=CC=C,295,1,1,49.4
C=CC=C,295,1,1.1,52
C=CC=C,295,1,1.2,54
C=CC=C,295,1,1.3,51
C=CC=C,295,1,1.4,45.7
C=CC=C,359,1,0.7,39
C=CC=C,359,1,0.8,51.2
C=CC=C,359,1,1,67
C=CC=C,359,1,1.1,69.8
C=CC=C,359,1,1.2,70.1
C=CC=C,359,1,1.4,59.7
C=CC=C,399,1,0.7,48.2
C=CC=C,399,1,0.8,60
C=CC=C,399,1,0.9,71.6
C=CC=C,399,1,1,78.5
C=CC=C,399,1,1.1,83
C=CC=C,399,1,1.2,84.1
C=CC=C,399,1,1.3,79.8
C=CC=C,399,1,1.4,71.9
C=CC=C,296,5,0.7,18.7
C=CC=C,296,5,0.8,26.6
C=CC=C,296,5,0.9,33
C=CC=C,296,5,1,37.8
C=CC=C,296,5,1.1,40.1
C=CC=C,296,5,1.2,39.96
C=CC=C,296,5,1.3,35
C=CC=C,296,5,1.4,30.2
C=CC=C,358,5,0.7,26.1
C=CC=C,358,5,0.8,35.9
C=CC=C,358,5,0.9,44.3
C=CC=C,358,5,1,49.4
C=CC=C,358,5,1.1,52.4
C=CC=C,358,5,1.2,52.7
C=CC=C,358,5,1.3,47.7
C=CC=C,358,5,1.4,41.8
C=CC=C,398,5,0.7,32.8
C=CC=C,398,5,0.8,45
C=CC=C,398,5,0.9,54.9
C=CC=C,398,5,1,61.1
C=CC=C,398,5,1.1,64.4
C=CC=C,398,5,1.2,63.8
C=CC=C,398,5,1.3,57.7
C=CC=C,398,5,1.4,52.9
C1=CC=CC1,353,1,0.7,31.8
C1=CC=CC1,353,1,0.8,42.3
C1=CC=CC1,353,1,0.9,47.9
C1=CC=CC1,353,1,1,52
C1=CC=CC1,353,1,1.05,52.8
C1=CC=CC1,353,1,1.1,51.1
C1=CC=CC1,353,1,1.2,48.3
C1=CC=CC1,353,1,1.3,40
C1=CC=CC1,353,1,1.4,31.8
C1=CC=CC=C1,423,5,0.7,31
C1=CC=CC=C1,423,5,0.8,41
C1=CC=CC=C1,423,5,0.9,50
C1=CC=CC=C1,423,5,1,54
C1=CC=CC=C1,423,5,1.1,55
C1=CC=CC=C1,423,5,1.2,53
C1=CC=CC=C1,423,5,1.3,46
C1=CC=CC=C1,423,2,0.7,38
C1=CC=CC=C1,423,2,0.8,50
C1=CC=CC=C1,423,2,0.9,58
C1=CC=CC=C1,423,2,1,64
C1=CC=CC=C1,423,2,1.1,65
C1=CC=CC=C1,423,2,1.2,63
C1=CC=CC=C1,423,2,1.3,58
C1=CC=CC=C1,423,2,1.4,50
C1=CC=CC=C1,423,1,0.7,45
C1=CC=CC=C1,423,1,0.8,56
C1=CC=CC=C1,423,1,0.9,65
C1=CC=CC=C1,423,1,1,70
C1=CC=CC=C1,423,1,1.1,73
C1=CC=CC=C1,423,1,1.2,70
C1=CC=CC=C1,423,1,1.3,66
C1=CC=CC=C1,423,1,1.4,55
C1=CC=CC=C1,318,1,0.7,28
C1=CC=CC=C1,318,1,0.8,37
C1=CC=CC=C1,318,1,0.9,44
C1=CC=CC=C1,318,1,1,48
C1=CC=CC=C1,318,1,1.1,49.5
C1=CC=CC=C1,318,1,1.2,47
C1=CC=CC=C1,318,1,1.3,41
C1=CC=CC=C1,318,1,1.4,32
C1=CC=CC=C1,338,1,0.7,30.5
C1=CC=CC=C1,338,1,0.8,41
C1=CC=CC=C1,338,1,0.9,48
C1=CC=CC=C1,338,1,1,53
C1=CC=CC=C1,338,1,1.1,55.5
C1=CC=CC=C1,338,1,1.2,52.5
C1=CC=CC=C1,338,1,1.3,46
C1=CC=CC=C1,338,1,1.4,37
C1=CC=CC=C1,358,1,0.7,35.5
C1=CC=CC=C1,358,1,0.8,46
C1=CC=CC=C1,358,1,0.9,53.5
C1=CC=CC=C1,358,1,1,58
C1=CC=CC=C1,358,1,1.1,60
C1=CC=CC=C1,358,1,1.2,58
C1=CC=CC=C1,358,1,1.3,51.5
C1=CC=CC=C1,358,1,1.4,41
CC1=CC=CC=C1  ,353,1,0.7,29
CC1=CC=CC=C1  ,353,1,0.8,37
CC1=CC=CC=C1  ,353,1,0.9,44
CC1=CC=CC=C1  ,353,1,1,46
CC1=CC=CC=C1  ,353,1,1.1,45
CC1=CC=CC=C1  ,353,1,1.2,43
CC1=CC=CC=C1  ,353,1,1.3,37
CC1=CC=CC=C1  ,353,1,1.4,26
CC1=CC=CC=C1  ,353,2,0.7,23
CC1=CC=CC=C1  ,353,2,0.8,30
CC1=CC=CC=C1  ,353,2,0.9,34
CC1=CC=CC=C1  ,353,2,1,38
CC1=CC=CC=C1  ,353,2,1.1,40
CC1=CC=CC=C1  ,353,2,1.2,36
CC1=CC=CC=C1  ,353,2,1.3,33
CC1=CC=CC=C1  ,353,2,1.4,23
CC1=CC=CC=C1  ,353,5,0.7,16
CC1=CC=CC=C1  ,353,5,0.8,24
CC1=CC=CC=C1  ,353,5,0.9,26
CC1=CC=CC=C1  ,353,5,1,30
CC1=CC=CC=C1  ,353,5,1.1,32
CC1=CC=CC=C1  ,353,5,1.2,29
CC1=CC=CC=C1  ,423,5,0.7,26
CC1=CC=CC=C1  ,423,5,0.8,33
CC1=CC=CC=C1  ,423,5,0.9,39
CC1=CC=CC=C1  ,423,5,1,43
CC1=CC=CC=C1  ,423,5,1.1,44
CC1=CC=CC=C1  ,423,5,1.2,42
CC1=CC=CC=C1  ,423,5,1.3,35
CC1=CC=CC=C1  ,423,2,0.7,33
CC1=CC=CC=C1  ,423,2,0.8,41
CC1=CC=CC=C1  ,423,2,0.9,46
CC1=CC=CC=C1  ,423,2,1,52
CC1=CC=CC=C1  ,423,2,1.1,53
CC1=CC=CC=C1  ,423,2,1.2,51
CC1=CC=CC=C1  ,423,2,1.3,45
CC1=CC=CC=C1  ,423,2,1.4,35
CC1=CC=CC=C1  ,423,1,0.7,36
CC1=CC=CC=C1  ,423,1,0.8,46
CC1=CC=CC=C1  ,423,1,0.9,54
CC1=CC=CC=C1  ,423,1,1,59
CC1=CC=CC=C1  ,423,1,1.1,60
CC1=CC=CC=C1  ,423,1,1.2,58
CC1=CC=CC=C1  ,423,1,1.3,52
CC1=CC=CC=C1  ,423,1,1.4,44
CC1=CC=CC=C1  ,358,1,0.7,28
CC1=CC=CC=C1  ,358,1,0.8,36
CC1=CC=CC=C1  ,358,1,0.9,42
CC1=CC=CC=C1  ,358,1,1,45
CC1=CC=CC=C1  ,358,1,1.1,45.5
CC1=CC=CC=C1  ,358,1,1.2,43
CC1=CC=CC=C1  ,358,1,1.3,37
CC1=CC=CC=C1  ,358,1,1.4,29
CC1=CC=CC=C1  ,398,1,0.7,34.5
CC1=CC=CC=C1  ,398,1,0.8,43
CC1=CC=CC=C1  ,398,1,0.9,50
CC1=CC=CC=C1  ,398,1,1,53
CC1=CC=CC=C1  ,398,1,1.1,55
CC1=CC=CC=C1  ,398,1,1.2,52
CC1=CC=CC=C1  ,398,1,1.3,47
CC1=CC=CC=C1  ,398,1,1.4,38
CC1=CC=CC=C1  ,353,1,0.7,28.1
CC1=CC=CC=C1  ,353,1,0.8,35.73
CC1=CC=CC=C1  ,353,1,0.9,41.71
CC1=CC=CC=C1  ,353,1,1,44.63
CC1=CC=CC=C1  ,353,1,1.05,45.17
CC1=CC=CC=C1  ,353,1,1.1,44.18
CC1=CC=CC=C1  ,353,1,1.2,39.75
CC1=CC=CC=C1  ,353,1,1.3,32.53
CC1=CC=CC=C1  ,353,1,1.4,23.86
CC1=CC=CC=C1C ,353,1,0.8,38
CC1=CC=CC=C1C ,353,1,0.9,41
CC1=CC=CC=C1C ,353,1,1,43
CC1=CC=CC=C1C ,353,1,1.1,44
CC1=CC=CC=C1C ,353,1,1.2,42
CC1=CC=CC=C1C ,353,1,1.3,36
CC1=CC=CC=C1C ,353,1,1.4,26
CC1=CC=CC=C1C ,353,2,0.8,27
CC1=CC=CC=C1C ,353,2,0.9,33
CC1=CC=CC=C1C ,353,2,1,35
CC1=CC=CC=C1C ,353,2,1.1,36
CC1=CC=CC=C1C ,353,2,1.2,34
CC1=CC=CC=C1C ,353,2,1.3,27
CC1=CC=CC=C1C ,353,2,1.4,20
CC1=CC=CC=C1C ,353,1,0.7,25
CC1=CC=CC=C1C ,353,1,0.8,33
CC1=CC=CC=C1C ,353,1,0.9,38
CC1=CC=CC=C1C ,353,1,1,41
CC1=CC=CC=C1C ,353,1,1.05,41.5
CC1=CC=CC=C1C ,353,1,1.1,41
CC1=CC=CC=C1C ,353,1,1.2,37
CC1=CC=CC=C1C ,353,1,1.3,30.5
CC1=CC=CC=C1C ,353,1,1.4,23
CC1=CC(=CC=C1)C,353,1,0.7,24
CC1=CC(=CC=C1)C,353,1,0.7,24
CC1=CC(=CC=C1)C,353,1,0.7,24
CC1=CC(=CC=C1)C,353,1,0.7,24
CC1=CC(=CC=C1)C,353,1,0.7,24
CC1=CC(=CC=C1)C,353,1,0.7,24
CC1=CC(=CC=C1)C,353,1,0.7,24
CC1=CC(=CC=C1)C,353,1,0.7,24
CC1=CC(=CC=C1)C,353,1,0.7,24
CC1=CC=C(C=C1)C ,328,1,0.7,23
CC1=CC=C(C=C1)C ,328,1,0.8,31
CC1=CC=C(C=C1)C ,328,1,0.9,36
CC1=CC=C(C=C1)C ,328,1,1,38.5
CC1=CC=C(C=C1)C ,328,1,1.1,39.5
CC1=CC=C(C=C1)C ,328,1,1.2,36.5
CC1=CC=C(C=C1)C ,328,1,1.3,33
CC1=CC=C(C=C1)C ,328,1,1.4,28
CC1=CC=C(C=C1)C ,353,1,0.7,27
CC1=CC=C(C=C1)C ,353,1,0.8,35
CC1=CC=C(C=C1)C ,353,1,0.9,40.5
CC1=CC=C(C=C1)C ,353,1,1,44
CC1=CC=C(C=C1)C ,353,1,1.1,44.5
CC1=CC=C(C=C1)C ,353,1,1.2,42
CC1=CC=C(C=C1)C ,353,1,1.3,38
CC1=CC=C(C=C1)C ,353,1,0.7,23
CC1=CC=C(C=C1)C ,353,1,0.8,31
CC1=CC=C(C=C1)C ,353,1,0.9,37
CC1=CC=C(C=C1)C ,353,1,1,40
CC1=CC=C(C=C1)C ,353,1,1.05,41
CC1=CC=C(C=C1)C ,353,1,1.1,40.5
CC1=CC=C(C=C1)C ,353,1,1.2,37
CC1=CC=C(C=C1)C ,353,1,1.3,30
CC1=CC=C(C=C1)C ,353,1,1.4,22
CCC1=CC=CC=C1,358,1,0.7,30
CCC1=CC=CC=C1,358,1,0.8,39
CCC1=CC=CC=C1,358,1,0.9,45
CCC1=CC=CC=C1,358,1,1,50
CCC1=CC=CC=C1,358,1,1.1,51
CCC1=CC=CC=C1,358,1,1.2,48
CCC1=CC=CC=C1,358,1,1.3,43
CCC1=CC=CC=C1,358,1,1.4,34
CCC1=CC=CC=C1,398,1,0.7,37
CCC1=CC=CC=C1,398,1,0.8,47
CCC1=CC=CC=C1,398,1,0.9,54
CCC1=CC=CC=C1,398,1,1,59
CCC1=CC=CC=C1,398,1,1.1,60
CCC1=CC=CC=C1,398,1,1.2,57
CCC1=CC=CC=C1,398,1,1.3,50
CCC1=CC=CC=C1,398,1,1.4,42
CCC1=CC=CC=C1,358,1,0.8,35
CCC1=CC=CC=C1,358,1,0.9,42.5
CCC1=CC=CC=C1,358,1,1,47
CCC1=CC=CC=C1,358,1,1.1,48
CCC1=CC=CC=C1,358,1,1.2,47
CCC1=CC=CC=C1,358,1,1.3,43
CCC1=CC=CC=C1,358,1,1.4,33
CCC1=CC=CC=C1,398,1,0.8,44
CCC1=CC=CC=C1,398,1,0.9,51
CCC1=CC=CC=C1,398,1,1,55.5
CCC1=CC=CC=C1,398,1,1.1,56.5
CCC1=CC=CC=C1,398,1,1.2,55
CCC1=CC=CC=C1,398,1,1.3,53
CCC1=CC=CC=C1,398,1,1.4,45
CCC1=CC=CC=C1,450,1,0.8,53
CCC1=CC=CC=C1,450,1,0.9,60.5
CCC1=CC=CC=C1,450,1,1,68
CCC1=CC=CC=C1,450,1,1.1,70
CCC1=CC=CC=C1,450,1,1.2,68
CCC1=CC=CC=C1,450,1,1.3,64
CCC1=CC=CC=C1,450,1,1.4,53
C=CC1=CC=CC=C1 ,398,1,0.8,45
C=CC1=CC=CC=C1 ,398,1,0.9,53
C=CC1=CC=CC=C1 ,398,1,1,60
C=CC1=CC=CC=C1 ,398,1,1.1,64
C=CC1=CC=CC=C1 ,398,1,1.2,63
C=CC1=CC=CC=C1 ,398,1,1.3,56
C=CC1=CC=CC=C1 ,398,1,1.4,49
C=CC1=CC=CC=C1 ,450,1,0.8,58
C=CC1=CC=CC=C1 ,450,1,0.9,66
C=CC1=CC=CC=C1 ,450,1,1,72
C=CC1=CC=CC=C1 ,450,1,1.1,75
C=CC1=CC=CC=C1 ,450,1,1.2,74.5
C=CC1=CC=CC=C1 ,450,1,1.3,71
C=CC1=CC=CC=C1 ,450,1,1.4,67
 CC1=CC(=C(C=C1)C)C  ,353,1,0.7,21
 CC1=CC(=C(C=C1)C)C  ,353,1,0.8,27.5
 CC1=CC(=C(C=C1)C)C  ,353,1,0.9,33.6
 CC1=CC(=C(C=C1)C)C  ,353,1,1,37.3
 CC1=CC(=C(C=C1)C)C  ,353,1,1.05,37.9
 CC1=CC(=C(C=C1)C)C  ,353,1,1.1,37.1
 CC1=CC(=C(C=C1)C)C  ,353,1,1.2,34.7
 CC1=CC(=C(C=C1)C)C  ,353,1,1.3,27.7
 CC1=CC(=C(C=C1)C)C  ,353,1,1.4,19.8
CCCC1=CC=CC=C1,358,1,0.7,30
CCCC1=CC=CC=C1,358,1,0.8,38
CCCC1=CC=CC=C1,358,1,0.9,45
CCCC1=CC=CC=C1,358,1,1,49
CCCC1=CC=CC=C1,358,1,1.1,50
CCCC1=CC=CC=C1,358,1,1.2,48
CCCC1=CC=CC=C1,398,1,0.7,35
CCCC1=CC=CC=C1,398,1,0.8,45
CCCC1=CC=CC=C1,398,1,0.9,52
CCCC1=CC=CC=C1,398,1,1,57
CCCC1=CC=CC=C1,398,1,1.1,58
CCCC1=CC=CC=C1,398,1,1.2,55
CCCC1=CC=CC=C1,398,1,1.3,49
CC1=CC(=CC(=C1)C)C  ,400,1,0.7,32
CC1=CC(=CC(=C1)C)C  ,400,1,0.8,39
CC1=CC(=CC(=C1)C)C  ,400,1,0.9,44
CC1=CC(=CC(=C1)C)C  ,400,1,1,47
CC1=CC(=CC(=C1)C)C  ,400,1,1.1,50.5
CC1=CC(=CC(=C1)C)C  ,400,1,1.17,50
CC1=CC(=CC(=C1)C)C  ,400,1,1.3,40
CC1=CC(=CC(=C1)C)C  ,400,1,1.4,34
CC1=CC(=CC(=C1)C)C  ,470,1,0.7,39
CC1=CC(=CC(=C1)C)C  ,470,1,0.8,51
CC1=CC(=CC(=C1)C)C  ,470,1,0.9,58
CC1=CC(=CC(=C1)C)C  ,470,1,1,60
CC1=CC(=CC(=C1)C)C  ,470,1,1.1,60.5
CC1=CC(=CC(=C1)C)C  ,470,1,1.2,59
CC1=CC(=CC(=C1)C)C  ,470,1,1.3,50
CC1=CC(=CC(=C1)C)C  ,470,1,1.4,39
CC1=CC(=CC(=C1)C)C  ,353,1,0.7,21.5
CC1=CC(=CC(=C1)C)C  ,353,1,0.8,28
CC1=CC(=CC(=C1)C)C  ,353,1,0.9,34.3
CC1=CC(=CC(=C1)C)C  ,353,1,1,37.4
CC1=CC(=CC(=C1)C)C  ,353,1,1.05,38.8
CC1=CC(=CC(=C1)C)C  ,353,1,1.1,37.4
CC1=CC(=CC(=C1)C)C  ,353,1,1.2,34.7
CC1=CC(=CC(=C1)C)C  ,353,1,1.3,28.5
CC1=CC(=CC(=C1)C)C  ,353,1,1.4,20.2
CCCCC1=CC=CC=C1  ,358,1,0.7,30
CCCCC1=CC=CC=C1  ,358,1,0.8,38
CCCCC1=CC=CC=C1  ,358,1,0.9,46
CCCCC1=CC=CC=C1  ,358,1,1,49
CCCCC1=CC=CC=C1  ,358,1,1.1,48
CCCCC1=CC=CC=C1  ,398,1,0.7,37
CCCCC1=CC=CC=C1  ,398,1,0.8,47
CCCCC1=CC=CC=C1  ,398,1,0.9,55
CCCCC1=CC=CC=C1  ,398,1,1,58
CCCCC1=CC=CC=C1  ,398,1,1.1,58
CCCCC1=CC=CC=C1  ,398,1,1.2,57
CCCCC1=CC=CC=C1  ,423,1,0.7,41.68
CCCCC1=CC=CC=C1  ,423,1,0.8,54.63
CCCCC1=CC=CC=C1  ,423,1,0.9,62.9
CCCCC1=CC=CC=C1  ,423,1,1,65.64
CCCCC1=CC=CC=C1  ,423,1,1.1,67.31
CCCCC1=CC=CC=C1  ,423,1,1.2,64.31
CCCCC1=CC=CC=C1  ,423,1,1.3,57.9
CCCCC1=CC=CC=C1  ,423,1,1.4,48.09
CCCCC1=CC=CC=C1  ,423,2,0.7,34.87
CCCCC1=CC=CC=C1  ,423,2,0.8,45.62
CCCCC1=CC=CC=C1  ,423,2,0.9,52.54
CCCCC1=CC=CC=C1  ,423,2,1,56.77
CCCCC1=CC=CC=C1  ,423,2,1.1,60.43
CCCCC1=CC=CC=C1  ,423,2,1.2,57.71
CCCCC1=CC=CC=C1  ,423,2,1.3,49.32
CCCCC1=CC=CC=C1  ,423,2,1.4,40.35
CCCCC1=CC=CC=C1  ,423,5,0.7,24.68
CCCCC1=CC=CC=C1  ,423,5,0.8,36.65
CCCCC1=CC=CC=C1  ,423,5,0.9,43.83
CCCCC1=CC=CC=C1  ,423,5,1,47.75
CCCCC1=CC=CC=C1  ,423,5,1.1,49.7
CC(C)CC1=CC=CC=C1,423,1,0.7,41.48
CC(C)CC1=CC=CC=C1,423,1,0.8,52.25
CC(C)CC1=CC=CC=C1,423,1,0.9,59.91
CC(C)CC1=CC=CC=C1,423,1,1,64.74
CC(C)CC1=CC=CC=C1,423,1,1.1,66.74
CC(C)CC1=CC=CC=C1,423,1,1.2,63.78
CC(C)CC1=CC=CC=C1,423,1,1.3,56.73
CC(C)CC1=CC=CC=C1,423,1,1.4,47.26
CC(C)CC1=CC=CC=C1,423,2,0.7,35.22
CC(C)CC1=CC=CC=C1,423,2,0.8,45.07
CC(C)CC1=CC=CC=C1,423,2,0.9,51.64
CC(C)CC1=CC=CC=C1,423,2,1,56.51
CC(C)CC1=CC=CC=C1,423,2,1.1,59.66
CC(C)CC1=CC=CC=C1,423,2,1.2,56.69
CC(C)CC1=CC=CC=C1,423,2,1.3,49.29
CC(C)CC1=CC=CC=C1,423,2,1.4,41.33
CC(C)CC1=CC=CC=C1,423,5,0.7,25.55
CC(C)CC1=CC=CC=C1,423,5,0.8,34.08
CC(C)CC1=CC=CC=C1,423,5,0.9,40.62
CC(C)CC1=CC=CC=C1,423,5,1,46.17
CC(C)CC1=CC=CC=C1,423,5,1.1,48.03
CCC(C)C1=CC=CC=C1,423,1,0.7,43
CCC(C)C1=CC=CC=C1,423,1,0.8,55
CCC(C)C1=CC=CC=C1,423,1,0.9,63
CCC(C)C1=CC=CC=C1,423,1,1,67
CCC(C)C1=CC=CC=C1,423,1,1.1,69
CCC(C)C1=CC=CC=C1,423,1,1.2,66
CCC(C)C1=CC=CC=C1,423,1,1.3,59
CCC(C)C1=CC=CC=C1,423,1,1.4,48
CCC(C)C1=CC=CC=C1,423,2,0.7,35
CCC(C)C1=CC=CC=C1,423,2,0.8,46
CCC(C)C1=CC=CC=C1,423,2,0.9,54
CCC(C)C1=CC=CC=C1,423,2,1,60
